track,scope,pf,dd,avg_r,wr,ret,trades,m5_strategy
h1_baseline,full,1.389891637940558,0.3018992452973343,0.06170332792448104,0.8063579397829742,2.933280629099952,6543,
h1_baseline,oos,1.3987305326075496,0.3018992452973343,0.06078963614155213,0.8060843598357597,3.215993171761859,5358,
h4_h1,full,1.3457408330449745,0.5767425089995578,0.06001433275717774,0.8028104475332213,2.6212366540142713,6547,
h4_h1,oos,1.3702940877903915,0.5767425089995578,0.06573939735999108,0.8048368953880765,2.9745928459753217,5334,
production_feat7,full,1.3299071986123452,0.5380584827607544,0.06131643859309637,0.8039125077017868,2.535800219994314,6492,
production_feat7,oos,1.3267858410109554,0.5380584827607544,0.05854716046350363,0.8020618556701031,2.7057382255094375,5335,
h4_h1_m5_best,oos,1.583820823318523,0.45220827005950914,0.1187393741094149,0.7755905511811023,4.977946398687594,5080,pullback_recovery
h1_baseline_m5_best,oos,1.5552747033751264,0.30125747261672325,0.1080841131353076,0.7722908093278463,4.918964364707362,5103,pullback_recovery
production_feat7,oos,1.3267858410109554,0.5380584827607544,0.05854716046350363,0.8020618556701031,2.7057382255094375,5335,
