,ema20_distance_atr,ema50_distance_atr,ema20_distance_percent,ema50_distance_percent,ema_cross_distance,ema20_slope,ema50_slope,ema_trend_duration,ema_alignment_score,atr_percent,atr_percentile_252,rolling_volatility,volatility_rank,volatility_regime_score,macd_normalized,macd_histogram_zscore,macd_signal_distance,momentum_rank,rsi_percentile,roc_3,roc_12,momentum_acceleration,body_percent,upper_wick_percent,lower_wick_percent,close_position,range_percent,body_rank,hour_sin,hour_cos,day_sin,day_cos,rolling_zscore,rolling_percentile,rolling_rank,rolling_quantile,rolling_std,rolling_mean_distance
atr_percentile_252,-0.0189283698295149,0.0010626159837883373,-0.01664370548682946,0.003448677375215237,0.02547379859039882,-0.01910301642487559,0.004039180691121867,0.07744073977486553,-0.005314081959327873,0.4636982467461042,1.0,0.457248080723083,0.7040126869059308,1.0,-0.014075292109182796,-0.02740123058980364,-0.029937307070331483,-0.04394233956951688,-0.0725562747526435,0.0026008011816134238,-0.016362858343790133,0.0045113020499460465,0.057135366774107424,-0.04801039774084588,-0.02943129051943937,0.013790206536704295,0.3327298741717565,0.04213278602088444,-0.2965126406318308,0.151986934796455,-0.09276599457801894,-0.04176495831693007,0.012597868264821574,0.009072493653174099,0.009128913762235976,0.24335660489009564,0.45723258172644005,0.012597868264821574
rolling_volatility,-0.010435774414874156,-0.010232544909419954,-0.0014660644158112442,-0.000781651193465145,-0.005552912793122635,-0.003640634511221532,-0.0016416999541918231,-0.020474645895444166,-0.022353854700964158,0.8406684185679042,0.457248080723083,1.0,0.6568914167655164,0.457248080723083,-0.018095575022682466,-0.0034075023365882245,-9.840619281120909e-05,-0.015595819555323204,-0.03565916583833102,0.013044082586206006,0.004855252202581532,-0.0025515309458861777,0.0641682299532744,-0.050743039818200754,-0.03195789064880877,0.015591427087638958,0.4648354776735656,0.04705275178215127,0.02640440377276822,0.13846095984446088,-0.07104857993615304,-0.009494284479317956,0.008324144047721731,0.004003560436260559,0.004076611087400851,0.5718839581273774,0.9999971724146288,0.008324144047721731
volatility_rank,-0.009110381538862166,-0.005865978814475693,-0.011321283863751152,-0.00859365250848559,0.0016010207606134545,-0.014126337744091912,-0.009388678011220859,0.014726931226475287,-0.01306524725578653,0.3308850683199563,0.7040126869059308,0.6568914167655164,1.0,0.7040126869059308,-0.01772788240251466,-0.0018138862010143703,-0.0003304197209819329,-0.012680338717403435,-0.04037721861737268,0.007780878375457254,-0.0037189005334087822,0.0024879165422035596,0.09754510002262261,-0.06562695119291966,-0.06647449649463741,0.005888725595578831,0.15292758000085427,0.07984809913768642,0.03217398669997267,0.10566502140340825,-0.07495390996250563,-0.021605819646590158,0.011088488618066997,0.008099352974981535,0.008144140315563948,0.26212169269368163,0.6568772041026133,0.011088488618066997
volatility_regime_score,-0.0189283698295149,0.0010626159837883373,-0.01664370548682946,0.003448677375215237,0.02547379859039882,-0.01910301642487559,0.004039180691121867,0.07744073977486553,-0.005314081959327873,0.4636982467461042,1.0,0.457248080723083,0.7040126869059308,1.0,-0.014075292109182796,-0.02740123058980364,-0.029937307070331483,-0.04394233956951688,-0.0725562747526435,0.0026008011816134238,-0.016362858343790133,0.0045113020499460465,0.057135366774107424,-0.04801039774084588,-0.02943129051943937,0.013790206536704295,0.3327298741717565,0.04213278602088444,-0.2965126406318308,0.151986934796455,-0.09276599457801894,-0.04176495831693007,0.012597868264821574,0.009072493653174099,0.009128913762235976,0.24335660489009564,0.45723258172644005,0.012597868264821574
macd_normalized,0.789937158969208,0.9431782792330952,0.7685735002658814,0.9196775787882775,0.8838792357686788,0.8410370801367042,0.9465616630710785,0.050696478600345624,0.8672310890882008,-0.03351394356302011,-0.014075292109182796,-0.018095575022682466,-0.01772788240251466,-0.014075292109182796,1.0,0.14654463415327343,0.25446847634749953,0.40079158177674445,0.6311941547078996,0.1776276328942323,0.6407843722773965,-0.11471232820027076,0.0024443023670498855,0.005194762645190158,-0.007545163101722776,0.04104125830539893,-0.014930874349960257,0.0014811121061236415,0.0053345853870853735,-0.006577860267567496,-0.011156743916921837,-0.005561649297869756,-0.14979674171848356,-0.09817300684554411,-0.09816632691887235,0.43193993018932186,-0.016650801624708833,-0.14979674171848356
macd_histogram_zscore,0.5719193723135919,0.23593184563109623,0.5618193074045228,0.23455906920366948,-0.17443785083998145,0.5433485165753524,0.1912656509036897,-0.028472727013243326,0.19899480312879855,-0.014391302079946426,-0.02740123058980364,-0.0034075023365882245,-0.0018138862010143703,-0.02740123058980364,0.14654463415327343,1.0,0.9680331147562498,0.8212706313998734,0.6166797294525359,0.404769107882619,0.6955684164453945,0.07121716486601841,0.004913138363599442,0.04334427611515816,-0.046620151674736474,0.08615175944218732,-0.020202579076159282,0.005228901790712427,0.020976585529305924,-0.00045460156364193375,0.0012521943170008699,-0.020777797119671065,0.058993446868611576,0.071827725683869,0.07182426572217679,0.2276152004081998,-0.002722863164980132,0.058993446868611576
macd_signal_distance,0.6580335567364586,0.33026045119112457,0.6446339304655951,0.327088371644595,-0.08743944231431537,0.6367566863667966,0.28787064153895886,-0.019441543427384335,0.28819246729387277,-0.014060533360694858,-0.029937307070331483,-9.840619281120909e-05,-0.0003304197209819329,-0.029937307070331483,0.25446847634749953,0.9680331147562498,1.0,0.8515837407254785,0.6903185822866611,0.41262335188434085,0.7710444662954329,0.043580274527759616,0.004245720014993404,0.04337584722491537,-0.04569538334310883,0.08802148205987659,-0.019655196295998847,0.00445376301941923,0.019930014672438098,-0.004046700521270515,0.0016572723234713244,-0.018593522487541755,0.03501152843620276,0.05384594649474993,0.05384169286967183,0.28321934228445794,0.0007327188329119578,0.03501152843620276
momentum_rank,0.7575265441740552,0.4920806050518938,0.7432616005207326,0.4828501252883348,0.10158373632334806,0.7022519795044008,0.42490555047061573,-0.009068544838496291,0.4376558239858109,-0.03156668570783356,-0.04394233956951688,-0.015595819555323204,-0.012680338717403435,-0.04394233956951688,0.40079158177674445,0.8212706313998734,0.8515837407254785,1.0,0.8091622643225048,0.48554854776756384,0.7948873557335182,0.037927875692646024,0.007917628596327147,0.04815546269317235,-0.05587102041392899,0.1870208285751889,-0.027633684109954527,0.008491094986799218,0.021691912905338485,-0.0006716457269784303,-0.0090315428706853,-0.017330897585219582,0.15348055379996395,0.17411645066420275,0.174114195127551,0.28667913848009985,-0.014656372610031762,0.15348055379996395
rsi_percentile,0.8731063844674484,0.6737317967129794,0.8504878973349045,0.6534544988379886,0.3097705385033272,0.8025793038049087,0.5912634092707456,-0.0085449727866352,0.6114952735674746,-0.049298988885398534,-0.0725562747526435,-0.03565916583833102,-0.04037721861737268,-0.0725562747526435,0.6311941547078996,0.6166797294525359,0.6903185822866611,0.8091622643225048,1.0,0.5372269195046644,0.7704206754072396,0.17582713818907383,0.006359531738460415,0.055833221871283575,-0.06152286380243796,0.2341331734075532,-0.03532581877407773,0.007949769602652536,0.010789335649789605,0.0013094563870054735,-0.01614678508870131,-0.01365407671283095,0.161566548738589,0.1995337695637478,0.1995229564670633,0.37089314900214965,-0.03434845245296067,0.161566548738589
roc_3,0.5863890199288843,0.39145512586030384,0.5813248959958294,0.38603176892518165,0.08861996045756243,0.4129660343046808,0.2658764200325449,0.005279751222886237,0.3423681150575526,0.006022352096115002,0.0026008011816134238,0.013044082586206006,0.007780878375457254,0.0026008011816134238,0.1776276328942323,0.404769107882619,0.41262335188434085,0.48554854776756384,0.5372269195046644,1.0,0.4332843130810667,0.6691268783159955,0.01557641326881828,0.05911457249190229,-0.07617832074841728,0.3746708679706303,-0.007317821533954395,0.01566635937054095,0.0035787301252272366,0.01570614860801011,-0.0045354322739375045,-0.01133542589907799,0.43566683310196525,0.4358459292756435,0.4358548339908532,0.21103174507999076,0.01355146433221181,0.43566683310196525
